name,size,rent,status,city,server
Othehothep III f,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal I a,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal I b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal I c,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal I d,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal I e,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal II a,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal II b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal II c,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Rathal II d,34 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah I a,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah I b,56 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah I c,61 sqm,200k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah I d,52 sqm,200k gold,auctioned (0 gold; 9 hours left),Ankrahmun,Tornabra
Thanah II a,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II b,9 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II d,7 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II e,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II f,53 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II g,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thanah II h,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thrarhor I a (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thrarhor I b (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thrarhor I c (Shop),21 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Thrarhor I d (Shop),21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I a,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I c,34 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I d,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I e,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I f,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath I g,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath II a,26 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath II b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath II c,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Unklath II d,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I a,10 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I b,20 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I c,20 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I d,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I e,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Uthemath I f,56 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Tornabra
Centre 1,85 sqm,600k gold,auctioned (no bid yet),Silvertides,Tornabra
Centre 2,94 sqm,600k gold,auctioned (no bid yet),Silvertides,Tornabra
Blueberry Bay,110 sqm,600k gold,auctioned (no bid yet),Candia,Ulera
Cherry Cake Tower,178 sqm,800k gold,auctioned (no bid yet),Candia,Ulera
Vanilla Beach,105 sqm,600k gold,auctioned (no bid yet),Candia,Ulera
Castle Shop 2,42 sqm,400k gold,auctioned (no bid yet),Edron,Ulera
Castle Street 1,60 sqm,300k gold,auctioned (no bid yet),Edron,Ulera
Castle Street 2,31 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Castle Street 3,37 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Castle Street 4,37 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Castle Street 5,37 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 3rd Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 3rd Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 3rd Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 3rd Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 3rd Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 02",17 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 05",17 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 06",21 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 07",16 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 08",21 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Castle, 4th Floor, Flat 09",16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 01",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 02",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 03",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 04",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 05",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 06",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 07",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 08",13 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Basement, Flat 09",13 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Castle, Residence",104 sqm,600k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 3,94 sqm,800k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 4,94 sqm,800k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 5,94 sqm,800k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 6 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 7 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 8 (Shop),97 sqm,400k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 9a,21 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Central Circle 9b,21 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 1,26 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 10,80 sqm,300k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 2,78 sqm,300k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 3,43 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 4,36 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 5,115 sqm,300k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 6,51 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 7,51 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 8,58 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 9a,25 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 9b,56 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 9c,25 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
Cormaya 9d,56 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 02",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 03",16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 04",16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 11",22 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 12",22 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 13",16 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Cormaya Flats, Flat 14",16 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Basement Flat 1",36 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Basement Flat 2",36 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 01",10 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 02",19 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 03",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 05",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 06",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 07",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 08",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 11",29 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 12",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 14",29 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 21",19 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 22",10 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 23",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 24",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Edron Flats, Flat 25",29 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Magic Academy, Flat 2",26 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Magic Academy, Flat 3",26 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Magic Academy, Flat 4",26 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
"Magic Academy, Flat 5",26 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Magic Academy, Shop",29 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
"Sky Lane, Sea Tower",95 sqm,300k gold,auctioned (0 gold; 1 day left),Edron,Ulera
"Stonehome Flats, Flat 01",10 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 02",16 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 03",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 04",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 11",16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 12",16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 13",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
"Stonehome Flats, Flat 14",22 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 1,42 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 2,16 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 3,17 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 4,21 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 5,26 sqm,80k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 6,30 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 7,26 sqm,100k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 8,17 sqm,25k gold,auctioned (no bid yet),Edron,Ulera
Stonehome Village 9,17 sqm,50k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 1,37 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 10a,32 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 10b,31 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 11,149 sqm,600k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 2,37 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 3,37 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 4,37 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 4a,31 sqm,150k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 4c,37 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 5,37 sqm,300k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 6b,30 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 8,128 sqm,800k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 9a,32 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Wood Avenue 9b,31 sqm,200k gold,auctioned (no bid yet),Edron,Ulera
Dwarven Magnate's Estate,248 sqm,300k gold,auctioned (no bid yet),Kazordoon,Ulera
Hare's Den,180 sqm,150k gold,auctioned (0 gold; 9 hours left),Kazordoon,Ulera
Lost Cavern,471 sqm,200k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 1,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 10,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 2,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 3,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 4,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 7,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 8,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Lower Barracks 9,25 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Nobility Quarter 1,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Nobility Quarter 2,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Nobility Quarter 3,37 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Nobility Quarter 4,37 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Nobility Quarter 5,79 sqm,100k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 1,39 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 13 (Shop),17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 14 (Shop),16 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 2,14 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 3,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 4,17 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 7,17 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Outlaw Camp 9,17 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
The Farms 1,42 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
The Farms 2,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
The Farms 3,26 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
The Farms 4,26 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
The Farms 5,26 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
"The Farms 6, Fishing Hut",21 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
The Market 1 (Shop),13 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
The Market 2 (Shop),22 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
The Market 3 (Shop),29 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
The Market 4 (Shop),36 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 1,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 2 ,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 3,30 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 4,30 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 5,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 6,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 7,21 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 8,21 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Tunnel Gardens 9,81 sqm,150k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 1,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 13,16 sqm,25k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 2,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 3,16 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 4,16 sqm,50k gold,auctioned (no bid yet),Kazordoon,Ulera
Upper Barracks 5,27 sqm,80k gold,auctioned (no bid yet),Kazordoon,Ulera
Admiral's Avenue 1,91 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Admiral's Avenue 2,94 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Admiral's Avenue 3,73 sqm,300k gold,auctioned (no bid yet),Bay,Ulera
Freedom Street 1,47 sqm,200k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 01",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 02",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 03",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 04",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 05",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 06",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 07",17 sqm,80k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 08",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 09",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 10",17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 11",17 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
"Harvester's Haven, Flat 12",17 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Ivory Circle 1,76 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Lion's Head Reef,149 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Litter Promenade 1,10 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Litter Promenade 2,10 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
Litter Promenade 3,15 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Litter Promenade 4,13 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Litter Promenade 5,16 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Marble Lane 1,192 sqm,600k gold,auctioned (no bid yet),Bay,Ulera
Marble Lane 2,113 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Marble Lane 3,141 sqm,600k gold,auctioned (no bid yet),Bay,Ulera
Marble Lane 4,110 sqm,400k gold,auctioned (no bid yet),Bay,Ulera
Meriana Beach,146 sqm,150k gold,auctioned (no bid yet),Bay,Ulera
Rum Alley 1,17 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Rum Alley 2,10 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Rum Alley 3,11 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Shady Trail 1,25 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
Shady Trail 2,13 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Shady Trail 3,10 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Smuggler Backyard 1,19 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Smuggler Backyard 2,19 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Smuggler Backyard 3,20 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
Smuggler Backyard 4,13 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Smuggler Backyard 5,17 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Straycat's Corner 1,10 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Straycat's Corner 2,22 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
Straycat's Corner 4,17 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
Straycat's Corner 5,22 sqm,80k gold,auctioned (no bid yet),Bay,Ulera
Straycat's Corner 6,10 sqm,25k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 1,56 sqm,200k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 2,47 sqm,150k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 3a,29 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 3b,37 sqm,150k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 4a,17 sqm,80k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 4b,17 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 4d,13 sqm,50k gold,auctioned (no bid yet),Bay,Ulera
Sugar Street 5,25 sqm,150k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 1b,36 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 1c,79 sqm,200k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 1d,29 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 2a,103 sqm,300k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 2b,32 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
The Tavern 2d,25 sqm,100k gold,auctioned (no bid yet),Bay,Ulera
The Yeah Beach Project,115 sqm,150k gold,auctioned (no bid yet),Bay,Ulera
Trader's Point 1,42 sqm,200k gold,auctioned (no bid yet),Bay,Ulera
Trader's Point 2 (Shop),105 sqm,600k gold,auctioned (no bid yet),Bay,Ulera
Arakmehn I,28 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Arakmehn II,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Arakmehn III,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Arakmehn IV,28 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham I a,19 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham I b,56 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham I c,32 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham I d,57 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham I e,31 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II a,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II b,30 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II c,23 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II d,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II e,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II f,31 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham II g,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III a,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III b,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III c,17 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III e,38 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III f,43 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III g,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham III h,71 sqm,200k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV a,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV e,84 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV f,32 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV g,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV h,37 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Botham IV i,32 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Chameken I,17 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Chameken II,17 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Charsirakh I a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Charsirakh I b,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Charsirakh II,26 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Charsirakh III,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph I,17 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph II a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph II b,32 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph III a,7 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph III b,31 sqm,100k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph IV a,10 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph IV c,23 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Esuph IV d,20 sqm,25k gold,auctioned (no bid yet),Ankrahmun,Unebra
Mothrem I,26 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Murkhol I a,23 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Murkhol I b,11 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Murkhol I c,11 sqm,50k gold,auctioned (no bid yet),Ankrahmun,Unebra
Oskahl I a,37 sqm,150k gold,auctioned (no bid yet),Ankrahmun,Unebra
Oskahl I b,21 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
Oskahl I c,17 sqm,80k gold,auctioned (no bid yet),Ankrahmun,Unebra
